Bacterial_Species,Mean_Relative_Abundance,Total_Edges,Positive_Edges,Negative_Edges,Triangles,Degree_Centrality,Clustering_Coefficient,Harmonic_Centrality,Betweenness_Centrality,Cohort
Clostridium_saccharogumia,0.0005413467575756162,0,0,0,0,0.0,0.0,0.0,0.0,European
Holdemania_massiliensis,0.00012787959447961285,1,1,0,0,0.004975124378109453,0.0,30.233333333333352,0.0,European
Faecalicatena_contorta,0.00025198083562273063,5,5,0,3,0.02487562189054726,0.3,45.833333333333336,0.0057971610717058655,European
Dorea_longicatena,0.008200671466652017,0,0,0,0,0.0,0.0,0.0,0.0,European
Mogibacterium_diversum,2.7267355400007653e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Prevotella_bivia,0.00043228579699367133,3,1,2,1,0.014925373134328358,0.3333333333333333,36.67380952380947,0.01625981415171132,European
Lachnoanaerobaculum_saburreum,0.0001373147089875007,14,13,1,27,0.06965174129353234,0.2967032967032967,52.342857142857234,0.01435159841682245,European
Streptococcus_parasanguinis,0.0012621623532125933,2,2,0,1,0.009950248756218905,1.0,2.0,0.0,European
Ruminococcus_lactaris,0.005333950760905533,4,4,0,3,0.01990049751243781,0.5,43.045238095238076,0.006567164179104477,European
Merdibacter_massiliensis,0.0003704192940833018,0,0,0,0,0.0,0.0,0.0,0.0,European
Bacteroides_zoogleoformans,0.000129309426965152,6,6,0,6,0.029850746268656716,0.4,44.666666666666664,0.0033671366540016976,European
Hespellia_stercorisuis,8.298144227089787e-05,10,10,0,20,0.04975124378109452,0.4444444444444444,52.15000000000011,0.008574073742255465,European
Coprococcus_eutactus,0.005905170516382101,1,0,1,0,0.004975124378109453,0.0,30.233333333333352,0.0,European
Parabacteroides_johnsonii,0.006712955072679146,1,1,0,0,0.004975124378109453,0.0,31.057142857142868,0.0,European
Bittarella_massiliensis,0.0001044192658593272,3,0,3,3,0.014925373134328358,1.0,42.378571428571405,0.0,European
Bacteroides_helcogenes,0.0002310060397547831,13,13,0,25,0.06467661691542288,0.32051282051282054,52.38333333333344,0.03540480368525364,European
Ruminococcus_champanellensis,0.0013704630902078776,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Clostridium_bolteae,0.000982015671729765,9,9,0,15,0.04477611940298507,0.4166666666666667,52.56666666666675,0.045560649647197034,European
Phascolarctobacterium_succinatutens,0.007037491510939145,0,0,0,0,0.0,0.0,0.0,0.0,European
Negativibacillus_massiliensis,0.0025034591091383095,3,3,0,2,0.014925373134328358,0.6666666666666666,35.58333333333332,9.752823185659006e-05,European
Bacteroides_heparinolyticus,0.0002941482724328618,0,0,0,0,0.0,0.0,0.0,0.0,European
Mediterranea_massiliensis,0.007385254397413598,3,3,0,1,0.014925373134328358,0.3333333333333333,34.21309523809521,0.011742693862485986,European
Coprobacter_fastidiosus,0.002397961387987864,0,0,0,0,0.0,0.0,0.0,0.0,European
Odoribacter_laneus,0.00020074929801560835,0,0,0,0,0.0,0.0,0.0,0.0,European
Alistipes_timonensis,0.0004702698151943637,1,1,0,0,0.004975124378109453,0.0,26.04206349206348,0.0,European
Solobacterium_moorei,0.0001603813378131048,0,0,0,0,0.0,0.0,0.0,0.0,European
Collinsella_aerofaciens,0.0015296668144165408,1,1,0,0,0.004975124378109453,0.0,32.404761904761926,0.0,European
Bacteroides_fragilis,0.006716880194991004,3,3,0,3,0.014925373134328358,1.0,38.91428571428568,0.0,European
Rikenella_microfusus,0.00030744818799954837,0,0,0,0,0.0,0.0,0.0,0.0,European
Roseburia_inulinivorans,0.013437371628574337,14,13,1,23,0.06965174129353234,0.25274725274725274,52.759523809523905,0.011721014874216786,European
Clostridium_innocuum,0.0003978120181653197,2,2,0,1,0.009950248756218905,1.0,38.2785714285714,0.0,European
Lactobacillus_ruminis,0.000546524329367387,1,1,0,0,0.004975124378109453,0.0,31.689285714285717,0.0,European
Emergencia_timonensis,0.0005590092201417111,0,0,0,0,0.0,0.0,0.0,0.0,European
Parabacteroides_goldsteinii,0.00055639237591327,0,0,0,0,0.0,0.0,0.0,0.0,European
Acetivibrio_ethanolgignens,0.00046697150720856974,25,22,3,45,0.12437810945273632,0.15,62.11666666666677,0.07373052200396296,European
Ruminococcus_torques,0.002326241040094158,7,7,0,10,0.03482587064676617,0.47619047619047616,48.566666666666684,0.0102193991043573,European
Eisenbergiella_tayi,0.00022768290045469284,0,0,0,0,0.0,0.0,0.0,0.0,European
Granulicatella_adiacens,1.8591444880526046e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Alistipes_putredinis,0.02246243518956344,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Prevotella_disiens,0.00016629600221125613,1,1,0,0,0.004975124378109453,0.0,26.6011904761905,0.0,European
Clostridium_symbiosum,0.0008729180062704518,9,9,0,13,0.04477611940298507,0.3611111111111111,53.633333333333454,0.02559444285798138,European
Eubacterium_ventriosum,0.003941996386491094,8,8,0,17,0.03980099502487562,0.6071428571428571,48.62619047619052,0.0009488225140132386,European
Bacteroides_coprocola,0.003932799918549928,5,5,0,4,0.02487562189054726,0.4,39.85952380952382,0.01678003582114176,European
Alistipes_senegalensis,0.0013232034183430954,4,4,0,0,0.01990049751243781,0.0,33.38452380952385,0.010157092561874869,European
Streptococcus_salivarius,0.001469454834317112,2,2,0,1,0.009950248756218905,1.0,2.0,0.0,European
Massilimicrobiota_timonensis,0.0001758147496483057,0,0,0,0,0.0,0.0,0.0,0.0,European
Blautia_hydrogenotrophica,0.00025000354860755337,0,0,0,0,0.0,0.0,0.0,0.0,European
Ruminococcus_bicirculans,0.00943444938622416,0,0,0,0,0.0,0.0,0.0,0.0,European
Intestinimonas_butyriciproducens,0.0015413007051125363,6,6,0,9,0.029850746268656716,0.6,42.58333333333335,0.018882338110002953,European
Bacteroides_fluxus,0.0015156590445376513,12,12,0,20,0.05970149253731343,0.30303030303030304,51.10000000000009,0.015858960554554748,European
Clostridioides_difficile,0.00010802496405237689,0,0,0,0,0.0,0.0,0.0,0.0,European
Butyricimonas_synergistica,6.881499508860808e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Eubacterium_ramulus,0.002857074149232915,14,14,0,30,0.06965174129353234,0.32967032967032966,53.46666666666679,0.008577672605356924,European
Lachnoclostridium_phocaeense,0.00021521524315657982,7,7,0,3,0.03482587064676617,0.14285714285714285,48.902380952381,0.02968427818358429,European
Roseburia_intestinalis,0.013326375476957,3,3,0,1,0.014925373134328358,0.3333333333333333,40.528571428571425,0.0004814814814814813,European
Massilioclostridium_coli,0.0007136088178990821,1,1,0,0,0.004975124378109453,0.0,36.164285714285676,0.0,European
Roseburia_faecis,0.028900839955060747,4,4,0,3,0.01990049751243781,0.5,43.045238095238076,0.006567164179104477,European
Anaerotignum_neopropionicum,6.820959398923495e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Lachnospiraceae_bacterium_GAM79,0.024898049545138058,2,2,0,1,0.009950248756218905,1.0,40.9142857142857,0.0,European
Hungatella_hathewayi,0.0005399598240458747,2,2,0,1,0.009950248756218905,1.0,40.983333333333356,0.0,European
Clostridium_scindens,0.00030732149447035306,1,1,0,0,0.004975124378109453,0.0,38.13571428571436,0.0,European
Intestinibacillus_massiliensis,0.00015374650945376483,1,1,0,0,0.004975124378109453,0.0,32.13809523809523,0.0,European
Prevotella_stercorea,0.0055833479769457845,3,3,0,2,0.014925373134328358,0.6666666666666666,30.92976190476191,2.4875621890547263e-05,European
Eubacterium_eligens,0.024583701042783616,1,1,0,0,0.004975124378109453,0.0,31.689285714285717,0.0,European
Fusicatenibacter_saccharivorans,0.013084156089282362,3,3,0,3,0.014925373134328358,1.0,41.73333333333336,0.0,European
Christensenella_minuta,0.00151980657492556,2,2,0,0,0.009950248756218905,0.0,33.3916666666667,0.006567164179104477,European
Erysipelotrichaceae_bacterium_GAM147,0.001832629305202334,3,3,0,2,0.014925373134328358,0.6666666666666666,35.63214285714288,7.766721945826424e-05,European
Massilimaliae_massiliensis,0.00011348719154965502,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Faecalibaculum_rodentium,4.197464192470117e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Ruthenibacterium_lactatiformans,0.0017210323286499702,14,14,0,28,0.06965174129353234,0.3076923076923077,45.82619047619049,0.02289453047887519,European
Dialister_sp_Marseille-P5638,0.0017538638588990981,0,0,0,0,0.0,0.0,0.0,0.0,European
Barnesiella_viscericola,0.0007717718180632209,2,2,0,1,0.009950248756218905,1.0,27.794841269841278,0.0,European
Parasutterella_excrementihominis,0.002281035506761204,0,0,0,0,0.0,0.0,0.0,0.0,European
Oscillibacter_sp_PEA192,0.0030647531766688487,12,12,0,20,0.05970149253731343,0.30303030303030304,45.969047619047664,0.01996368066123287,European
Dorea_formicigenerans,0.0034060492899519656,17,16,1,46,0.0845771144278607,0.3382352941176471,56.20000000000013,0.036845191812766555,European
Lactonifactor_longoviformis,0.0002460609020569137,3,3,0,0,0.014925373134328358,0.0,39.80238095238097,0.0034249309662668062,European
Parabacteroides_sp_CT06,0.010848574851673171,4,4,0,0,0.01990049751243781,0.0,41.450000000000045,0.009363447470048662,European
Butyrivibrio_crossotus,0.05342203231890333,2,1,1,0,0.009950248756218905,0.0,36.57619047619049,0.005473390938802926,European
Coprococcus_comes,0.008089907825439235,9,9,0,24,0.04477611940298507,0.6666666666666666,47.63333333333337,0.0008542302998916154,European
Mageeibacillus_indolicus,6.40202401300878e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Odoribacter_splanchnicus,0.009421726723485905,3,3,0,0,0.014925373134328358,0.0,42.45000000000003,0.004058300481588452,European
Bacteroides_barnesiae,0.003188269440337189,7,7,0,6,0.03482587064676617,0.2857142857142857,36.05238095238093,0.015879324309603978,European
Eubacterium_plexicaudatum,0.0001364686031124057,10,10,0,11,0.04975124378109452,0.24444444444444444,51.83333333333343,0.016353989369529285,European
Agathobaculum_desmolans,0.0004342129884141308,9,9,0,16,0.04477611940298507,0.4444444444444444,52.66666666666674,0.01290902183989702,European
Clostridium_asparagiforme,0.0003216726505769091,3,3,0,1,0.014925373134328358,0.3333333333333333,44.71666666666665,0.014535537070534534,European
Prevotella_timonensis,0.00012912602153974492,2,2,0,0,0.009950248756218905,0.0,33.50952380952376,0.006567164179104477,European
Holdemanella_biformis,0.004564199165611253,0,0,0,0,0.0,0.0,0.0,0.0,European
Streptococcus_sp_A12,7.673129850008861e-05,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Barnesiella_intestinihominis,0.02058084931703992,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Bacteroides_thetaiotaomicron,0.010235285119026548,8,8,0,9,0.03980099502487562,0.32142857142857145,49.1333333333334,0.010229623801850432,European
Lachnospira_multipara,4.792683009864727e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Ruminococcus_callidus,0.0007899417937026377,0,0,0,0,0.0,0.0,0.0,0.0,European
Bacteroides_pectinophilus,0.0050029549672095065,6,6,0,5,0.029850746268656716,0.3333333333333333,45.2095238095238,0.02054976946728022,European
Lachnospiraceae_bacterium_Choco86,0.0007024320776613965,14,14,0,41,0.06965174129353234,0.45054945054945056,52.666666666666764,0.007257708894102442,European
Prevotella_ihumii,0.001037249312000705,4,4,0,3,0.01990049751243781,0.5,36.309523809523796,0.0044732873248191415,European
bacterium_LF-3,0.003063333042508579,7,7,0,10,0.03482587064676617,0.47619047619047616,47.3761904761905,0.00952692841932406,European
Marvinbryantia_formatexigens,0.00023534050959030505,2,2,0,0,0.009950248756218905,0.0,42.90952380952379,0.00012045864284670255,European
Ruminococcus_gnavus,0.0024751552407836996,3,3,0,2,0.014925373134328358,0.6666666666666666,40.83333333333338,1.6264829697665517e-05,European
Clostridium_sp_SY8519,0.00019839435191452206,0,0,0,0,0.0,0.0,0.0,0.0,European
Johnsonella_ignava,0.0002120910354515681,0,0,0,0,0.0,0.0,0.0,0.0,European
Christensenella_massiliensis,0.00010868583523617415,0,0,0,0,0.0,0.0,0.0,0.0,European
Absiella_dolichum,0.00027328826629877226,0,0,0,0,0.0,0.0,0.0,0.0,European
Mordavella_sp_Marseille-P3756,0.0006052023494476032,1,1,0,0,0.004975124378109453,0.0,32.025000000000006,0.0,European
Eggerthella_lenta,6.777637792422236e-05,1,1,0,0,0.004975124378109453,0.0,32.404761904761926,0.0,European
Lachnoclostridium_sp_YL32,9.923629899141822e-05,14,13,1,24,0.06965174129353234,0.26373626373626374,57.5166666666668,0.09506131831163156,European
Alistipes_obesi,0.0030377028035497443,2,1,1,0,0.009950248756218905,0.0,35.20952380952378,0.010327460612839933,European
Neglecta_timonensis,0.0002504377547690716,0,0,0,0,0.0,0.0,0.0,0.0,European
Provencibacterium_massiliense,0.00031449133708305176,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Bariatricus_massiliensis,0.0002560706112837486,0,0,0,0,0.0,0.0,0.0,0.0,European
Subdoligranulum_variabile,0.002465658286157972,7,7,0,8,0.03482587064676617,0.38095238095238093,40.047619047619015,0.0027256370006308235,European
Catenibacterium_mitsuokai,0.0023495939523142805,0,0,0,0,0.0,0.0,0.0,0.0,European
Bifidobacterium_adolescentis,0.002441097921562638,3,1,2,1,0.014925373134328358,0.3333333333333333,41.58095238095237,0.006567164179104477,European
Coprobacter_secundus,0.0010734795703426067,3,3,0,2,0.014925373134328358,0.6666666666666666,28.294841269841278,2.4875621890547263e-05,European
Faecalitalea_cylindroides,0.0017390422656809418,1,1,0,0,0.004975124378109453,0.0,37.400000000000034,0.0,European
Sellimonas_intestinalis,0.00014980942467990652,2,2,0,0,0.009950248756218905,0.0,40.25000000000005,0.00037599091708340855,European
Faecalicoccus_pleomorphus,0.00020666798546025198,0,0,0,0,0.0,0.0,0.0,0.0,European
Eubacterium_coprostanoligenes,0.00032149224911763114,0,0,0,0,0.0,0.0,0.0,0.0,European
Clostridium_sporogenes,0.0013985051994946757,10,10,0,22,0.04975124378109452,0.4888888888888889,49.20952380952386,0.00493761812076974,European
Anaerotignum_lactatifermentans,0.0010463110394096765,10,10,0,14,0.04975124378109452,0.3111111111111111,46.11904761904766,0.0206420483002363,European
Alistipes_inops,0.0035225618414070447,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Bacteroides_stercoris,0.006800598642559629,5,5,0,6,0.02487562189054726,0.6,44.06428571428569,0.0006135245075543582,European
Bacteroides_plebeius,0.01211302079249074,4,4,0,3,0.01990049751243781,0.5,39.79285714285715,0.008860471921837757,European
Cellulomonas_carbonis,0.0006819942070112791,5,3,2,1,0.02487562189054726,0.1,44.74999999999999,0.05808876680842596,European
Bifidobacterium_pseudocatenulatum,0.0001899475133733122,0,0,0,0,0.0,0.0,0.0,0.0,European
Bacteroides_caecimuris,0.005450895034050389,12,12,0,21,0.05970149253731343,0.3181818181818182,52.58333333333346,0.014004220814132887,European
Merdimonas_faecis,0.0002767878759075628,5,5,0,3,0.02487562189054726,0.3,43.73333333333337,0.0018485728289341803,European
Blautia_producta,7.769198150418416e-05,11,11,0,30,0.05472636815920398,0.5454545454545454,51.48333333333339,0.005423452438871935,European
Angelakisella_massiliensis,0.0024542219393072543,10,9,1,17,0.04975124378109452,0.37777777777777777,43.45952380952384,0.018028892712096525,European
Bacteroides_coprophilus,0.005412839952823941,2,2,0,1,0.009950248756218905,1.0,31.626190476190473,0.0,European
Escherichia_coli,0.007902644464804143,0,0,0,0,0.0,0.0,0.0,0.0,European
Clostridium_methylpentosum,0.00013974879201950115,3,3,0,1,0.014925373134328358,0.3333333333333333,35.68095238095239,0.004475558852424523,European
Streptococcus_sp_oral_taxon_431,3.228387061251485e-05,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Prevotella_copri,0.06601409400338297,2,2,0,1,0.009950248756218905,1.0,30.42976190476191,0.0,European
Schaalia_odontolytica,3.9531956233001986e-05,2,0,2,1,0.009950248756218905,1.0,40.414285714285704,0.0,European
Prevotella_multisaccharivorax,0.00038430153956851284,8,8,0,4,0.03980099502487562,0.14285714285714285,40.50952380952387,0.038562245434347095,European
Clostridium_citroniae,0.0001848927943125211,1,1,0,0,0.004975124378109453,0.0,36.71904761904766,0.0,European
Streptococcus_thermophilus,0.000430883418210978,0,0,0,0,0.0,0.0,0.0,0.0,European
Bacteroides_dorei,0.03719884474876061,1,1,0,0,0.004975124378109453,0.0,33.64880952380956,0.0,European
Catonella_morbi,5.340205138539344e-05,2,2,0,1,0.009950248756218905,1.0,34.29880952380958,0.0,European
Ruminococcus_bromii,0.001138615876886669,1,1,0,0,0.004975124378109453,0.0,26.387301587301586,0.0,European
Ruminococcus_faecis,0.005310400194388748,13,13,0,37,0.06467661691542288,0.47435897435897434,51.71666666666676,0.003936179523480143,European
Eubacterium_nodatum,4.600749056514703e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Blautia_obeum,0.015149720055535418,16,16,0,47,0.07960199004975124,0.39166666666666666,58.066666666666784,0.02905045516837626,European
Bacteroides_ovatus,0.013266996157120268,7,7,0,11,0.03482587064676617,0.5238095238095238,47.75000000000004,0.007783318280722119,European
Tyzzerella_nexilis,0.0031805147365776467,5,5,0,4,0.02487562189054726,0.4,46.20000000000002,0.0016698841430482139,European
Clostridium_phoceensis,0.0022635276888997966,9,8,1,5,0.04477611940298507,0.1388888888888889,47.66904761904764,0.04792073942287735,European
Eubacterium_uniforme,5.926834863218035e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Anaerotruncus_colihominis,0.0009190184497443113,7,7,0,9,0.03482587064676617,0.42857142857142855,42.92619047619051,0.005226406088673819,European
Alistipes_shahii,0.00599810966006318,4,3,1,2,0.01990049751243781,0.3333333333333333,36.717857142857135,0.008420875127253421,European
Butyricicoccus_pullicaecorum,0.0004410082280514043,9,9,0,17,0.04477611940298507,0.4722222222222222,41.026190476190465,0.0017782078076773334,European
Fournierella_massiliensis,0.001087319976703203,6,6,0,11,0.029850746268656716,0.7333333333333333,39.15238095238093,0.00047559729869727315,European
Butyricimonas_faecalis,0.0031316629996325377,1,1,0,0,0.004975124378109453,0.0,33.64880952380956,0.0,European
Clostridium_aminophilum,3.970458174942692e-05,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Oscillibacter_ruminantium,0.00013974566778483593,3,2,1,0,0.014925373134328358,0.0,43.13333333333334,0.02424253347019831,European
Lactobacillus_rogosae,0.021360722610069646,5,4,1,5,0.02487562189054726,0.5,43.545238095238076,0.00035080383960980975,European
Stomatobaculum_longum,6.634558103649981e-05,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Bifidobacterium_longum,0.0016392325740222072,0,0,0,0,0.0,0.0,0.0,0.0,European
Levyella_massiliensis,0.0001594706569353545,0,0,0,0,0.0,0.0,0.0,0.0,European
Bacteroides_salanitronis,0.0021389314142562996,4,4,0,3,0.01990049751243781,0.5,34.13571428571431,0.003644397913994089,European
Clostridium_leptum,0.0015393035861109604,3,2,1,1,0.014925373134328358,0.3333333333333333,36.64523809523808,0.005076746413193956,European
Bacteroides_salyersiae,0.003971751327148355,4,4,0,1,0.01990049751243781,0.16666666666666666,39.71904761904767,0.013651033802177059,European
Parabacteroides_distasonis,0.007167188636716417,2,2,0,0,0.009950248756218905,0.0,32.74047619047622,4.9751243781094526e-05,European
Ruminococcus_flavefaciens,0.00011075034980051704,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Alistipes_finegoldii,0.006937876738723713,2,2,0,0,0.009950248756218905,0.0,29.788095238095245,0.0004054726368159204,European
Blautia_sp_N6H1-15,0.00028236416676714226,14,14,0,27,0.06965174129353234,0.2967032967032967,56.13333333333345,0.037381312280182204,European
Culturomica_massiliensis,0.00253679176540663,0,0,0,0,0.0,0.0,0.0,0.0,European
Bifidobacterium_catenulatum,0.0002058493852218856,1,1,0,0,0.004975124378109453,0.0,30.941666666666666,0.0,European
Bacteroides_reticulotermitis,3.4193962594522086e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Streptococcus_sp_FDAARGOS_192,0.0003834329120681801,2,2,0,1,0.009950248756218905,1.0,2.0,0.0,European
Bacteroides_caccae,0.01202374372556392,1,1,0,0,0.004975124378109453,0.0,34.02142857142862,0.0,European
Bacteroides_vulgatus,0.06305115512207252,6,6,0,6,0.029850746268656716,0.4,46.70238095238097,0.006499659733046094,European
Alistipes_ihumii,0.0011965027341101844,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,European
Veillonella_dispar,0.00033896373302248463,1,1,0,0,0.004975124378109453,0.0,27.103174603174615,0.0,European
Paraprevotella_xylaniphila,0.008293815052655357,1,0,1,0,0.004975124378109453,0.0,24.694841269841245,0.0,European
Anaerobutyricum_hallii,0.006873134445975563,15,15,0,50,0.07462686567164178,0.47619047619047616,56.46666666666679,0.016176136893567998,European
Clostridiales_bacterium_CCNA10,0.0030292006685181385,9,9,0,18,0.04477611940298507,0.5,43.96666666666669,0.005174174281058085,European
Blautia_schinkii,0.00016182973944951,6,6,0,5,0.029850746268656716,0.3333333333333333,47.95000000000001,0.022010184726174296,European
Alistipes_megaguti,0.001472786989449373,0,0,0,0,0.0,0.0,0.0,0.0,European
Eubacterium_oxidoreducens,6.914692034806771e-05,0,0,0,0,0.0,0.0,0.0,0.0,European
Phocea_massiliensis,0.00028532719879324384,5,5,0,6,0.02487562189054726,0.6,39.04047619047617,0.0020753702835826543,European
Monoglobus_pectinilyticus,0.000570215020436506,0,0,0,0,0.0,0.0,0.0,0.0,European
Blautia_hansenii,0.00037590558956791825,12,12,0,26,0.05970149253731343,0.3939393939393939,54.483333333333434,0.014877259229750485,European
Pseudoflavonifractor_capillosus,0.0015626657756497334,12,12,0,26,0.05970149253731343,0.3939393939393939,46.73333333333335,0.020294263948925716,European
Bacteroides_pyogenes,0.00028269210099937956,8,7,1,7,0.03980099502487562,0.25,47.56190476190478,0.015217303441444128,European
Bacteroides_faecichinchillae,0.0008561384444209525,12,12,0,19,0.05970149253731343,0.2878787878787879,56.733333333333434,0.04894867510923451,European
Bacteroides_nordii,0.0009487349541766702,4,4,0,4,0.01990049751243781,0.6666666666666666,40.48095238095236,0.00014321250888415068,European
Roseburia_hominis,0.005213144247771033,0,0,0,0,0.0,0.0,0.0,0.0,European
Gemmiger_formicilis,0.009614231628965908,3,3,0,1,0.014925373134328358,0.3333333333333333,37.021428571428565,0.0006876137619673984,European
Bacteroides_cellulosilyticus,0.024498250676536014,2,1,1,0,0.009950248756218905,0.0,30.63571428571429,0.006567164179104477,European
Intestinibacter_bartlettii,0.0009677247350669359,0,0,0,0,0.0,0.0,0.0,0.0,European
Bacteroides_uniformis,0.04464994878699203,6,6,0,9,0.029850746268656716,0.6,44.96666666666666,0.004878445327663923,European
Clostridium_glycyrrhizinilyticum,0.0005636271903991815,17,17,0,44,0.0845771144278607,0.3235294117647059,58.01666666666678,0.024879427378727895,European
Traorella_massiliensis,0.0006528678876572998,0,0,0,0,0.0,0.0,0.0,0.0,European
Prevotella_buccalis,0.00018616291827120717,1,1,0,0,0.004975124378109453,0.0,29.92976190476191,0.0,European
Flavonifractor_plautii,0.0006950641062262573,6,5,1,4,0.029850746268656716,0.26666666666666666,41.00476190476194,0.014017406823596338,European
Haemophilus_parainfluenzae,0.0011144953067406288,2,1,1,0,0.009950248756218905,0.0,34.53809523809522,0.006567164179104477,European
Eubacterium_siraeum,0.02025602036661469,0,0,0,0,0.0,0.0,0.0,0.0,European
Clostridium_saccharolyticum,0.00016916880823419068,0,0,0,0,0.0,0.0,0.0,0.0,European
Eubacterium_rectale,0.03926178156878379,3,3,0,3,0.014925373134328358,1.0,40.20238095238097,0.0,European
Anaerostipes_hadrus,0.00899171783422223,12,12,0,31,0.05970149253731343,0.4696969696969697,53.85000000000013,0.013616896433774204,European
Faecalibacterium_prausnitzii,0.017891552913095486,2,2,0,1,0.009950248756218905,1.0,34.62142857142855,0.0,European
Prevotellamassilia_timonensis,0.0028021420978580395,2,2,0,1,0.009950248756218905,1.0,30.42976190476191,0.0,European
